t,pop,avg_viruses,virus_1_cnt,virus_1_genome
294,104,0.480769,50,"0.369201,0.455638,0.32367,0.0493029,0.292249,0.108784,0.324453,0.199815,0.387867,0.394982,"
295,104,0.471154,49,"0.369201,0.455638,0.32367,0.0493029,0.292249,0.108784,0.324453,0.199815,0.387867,0.394982,"
296,104,0.480769,50,"0.369201,0.455638,0.32367,0.0493029,0.292249,0.108784,0.324453,0.199815,0.387867,0.394982,"
297,104,0.480769,50,"0.369201,0.455638,0.32367,0.0493029,0.292249,0.108784,0.324453,0.199815,0.387867,0.394982,"
298,103,0.475728,49,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
299,103,0.475728,49,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
300,103,0.446602,46,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
301,103,0.446602,46,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
302,103,0.466019,48,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
303,103,0.466019,48,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
304,103,0.466019,48,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
305,103,0.466019,48,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
306,102,0.460784,47,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
307,100,0.46,46,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
308,100,0.45,45,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
309,100,0.46,46,"0.361881,0.451158,0.325225,0.0398935,0.309131,0.121183,0.3116,0.199563,0.401309,0.387194,"
310,100,0.45,45,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
311,99,0.444444,44,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
312,99,0.424242,42,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
313,99,0.434343,43,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
314,99,0.444444,44,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
315,99,0.434343,43,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
316,99,0.434343,43,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
317,99,0.434343,43,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
318,99,0.434343,43,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
319,99,0.414141,41,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
320,99,0.40404,40,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
321,99,0.40404,40,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
322,99,0.393939,39,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
323,99,0.393939,39,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
324,98,0.377551,37,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
325,98,0.377551,37,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
326,98,0.387755,38,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
327,98,0.387755,38,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
328,98,0.397959,39,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
329,98,0.408163,40,"0.362556,0.454779,0.326821,0.0456238,0.309827,0.130773,0.311785,0.197475,0.397717,0.381257,"
330,98,0.397959,39,"0.362556,0.454779,0.326821,0.0456238,0.309827,0.130773,0.311785,0.197475,0.397717,0.381257,"
331,98,0.397959,39,"0.362556,0.454779,0.326821,0.0456238,0.309827,0.130773,0.311785,0.197475,0.397717,0.381257,"
332,98,0.408163,40,"0.362556,0.454779,0.326821,0.0456238,0.309827,0.130773,0.311785,0.197475,0.397717,0.381257,"
333,98,0.408163,40,"0.362556,0.454779,0.326821,0.0456238,0.309827,0.130773,0.311785,0.197475,0.397717,0.381257,"
334,98,0.397959,39,"0.362556,0.454779,0.326821,0.0456238,0.309827,0.130773,0.311785,0.197475,0.397717,0.381257,"
335,98,0.377551,37,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
336,98,0.387755,38,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
337,98,0.397959,39,"0.379936,0.458125,0.319553,0.0456151,0.305451,0.116532,0.316268,0.199842,0.393422,0.374101,"
338,98,0.408163,40,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
339,98,0.408163,40,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
340,97,0.412371,40,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
341,97,0.412371,40,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
342,96,0.40625,39,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
343,96,0.416667,40,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
344,96,0.40625,39,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
345,96,0.40625,39,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
346,96,0.427083,41,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
347,96,0.427083,41,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
348,96,0.416667,40,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
349,96,0.416667,40,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
350,96,0.416667,40,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
351,96,0.416667,40,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
352,96,0.395833,38,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
353,95,0.389474,37,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
354,94,0.382979,36,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
355,94,0.37234,35,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
356,94,0.351064,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
357,94,0.361702,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
358,93,0.365591,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
359,93,0.365591,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
360,92,0.358696,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
361,92,0.369565,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
362,92,0.369565,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
363,92,0.380435,35,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
364,92,0.380435,35,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
365,92,0.380435,35,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
366,91,0.362637,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
367,91,0.362637,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
368,91,0.351648,32,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
369,91,0.351648,32,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
370,91,0.351648,32,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
371,91,0.351648,32,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
372,91,0.351648,32,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
373,91,0.351648,32,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
374,91,0.351648,32,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
375,91,0.351648,32,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
376,91,0.373626,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
377,91,0.384615,35,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
378,91,0.384615,35,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
379,91,0.384615,35,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
380,91,0.384615,35,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
381,91,0.362637,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
382,91,0.362637,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
383,91,0.373626,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
384,91,0.373626,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
385,91,0.384615,35,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
386,91,0.373626,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
387,91,0.362637,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
388,91,0.362637,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
389,91,0.362637,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
390,91,0.362637,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
391,91,0.362637,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
392,90,0.366667,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
393,90,0.377778,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
394,90,0.377778,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
395,90,0.377778,34,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
396,90,0.366667,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
397,90,0.344444,31,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
398,90,0.333333,30,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
399,90,0.333333,30,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
400,90,0.344444,31,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
401,90,0.355556,32,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
402,90,0.366667,33,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
403,90,0.355556,32,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
404,90,0.344444,31,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
405,90,0.322222,29,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
406,90,0.333333,30,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
407,90,0.322222,29,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
408,89,0.325843,29,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
409,89,0.337079,30,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
410,89,0.337079,30,"0.376075,0.456694,0.321703,0.0470982,0.302792,0.119595,0.321883,0.196966,0.385418,0.383862,"
411,89,0.325843,29,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
412,89,0.337079,30,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
413,89,0.337079,30,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
414,89,0.337079,30,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
415,89,0.337079,30,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
416,89,0.337079,30,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
417,89,0.359551,32,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
418,89,0.370787,33,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
419,89,0.382022,34,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
420,89,0.370787,33,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
421,88,0.363636,32,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
422,88,0.352273,31,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
423,88,0.329545,29,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
424,88,0.340909,30,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
425,88,0.340909,30,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
426,88,0.340909,30,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
427,88,0.363636,32,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
428,88,0.363636,32,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
429,88,0.375,33,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
430,88,0.375,33,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
431,88,0.375,33,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
432,88,0.375,33,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
433,88,0.375,33,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
434,88,0.386364,34,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
435,87,0.390805,34,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
436,86,0.383721,33,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
437,86,0.383721,33,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
438,85,0.376471,32,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
439,85,0.376471,32,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
440,84,0.369048,31,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
441,84,0.380952,32,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
442,84,0.369048,31,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
443,84,0.380952,32,"0.361631,0.455321,0.332219,0.0424388,0.300564,0.129607,0.311889,0.197401,0.39676,0.385925,"
444,84,0.392857,33,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
445,84,0.392857,33,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
446,84,0.392857,33,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
447,84,0.392857,33,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
448,84,0.380952,32,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
449,84,0.380952,32,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
450,84,0.380952,32,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
451,83,0.39759,33,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
452,82,0.390244,32,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
453,82,0.365854,30,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
454,82,0.365854,30,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
455,82,0.353659,29,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
456,82,0.365854,30,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
457,82,0.378049,31,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
458,82,0.365854,30,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
459,82,0.378049,31,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
460,82,0.365854,30,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
461,82,0.365854,30,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
462,81,0.358025,29,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
463,81,0.358025,29,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
464,80,0.3375,27,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
465,80,0.3375,27,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
466,80,0.325,26,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
467,80,0.325,26,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
468,80,0.325,26,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
469,79,0.303797,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
470,79,0.278481,22,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
471,79,0.291139,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
472,79,0.303797,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
473,79,0.303797,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
474,78,0.320513,25,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
475,78,0.320513,25,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
476,78,0.307692,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
477,78,0.307692,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
478,78,0.307692,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
479,78,0.294872,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
480,78,0.307692,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
481,78,0.307692,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
482,78,0.307692,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
483,78,0.294872,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
484,78,0.294872,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
485,78,0.294872,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
486,78,0.294872,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
487,78,0.294872,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
488,78,0.294872,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
489,78,0.294872,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
490,78,0.307692,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
491,78,0.307692,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
492,77,0.298701,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
493,77,0.311688,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
494,77,0.311688,24,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
495,77,0.272727,21,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
496,77,0.25974,20,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
497,77,0.25974,20,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
498,77,0.25974,20,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
499,77,0.285714,22,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
500,77,0.285714,22,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
501,77,0.285714,22,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
502,77,0.285714,22,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
503,77,0.298701,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
504,77,0.285714,22,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
505,77,0.298701,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
506,77,0.285714,22,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
507,77,0.298701,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
508,77,0.298701,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
